user_id,account_age_days,num_followers,num_following,num_posts,num_posts_last_7_days,avg_likes_per_post,avg_comments_per_post,num_shares_per_post,num_hashtags_per_post,post_sequence,product_name,product_category,text_message,contains_link,contains_media,sentiment,is_scam_post,num_messages_sent,num_suspicious_links_shared,num_reports_received,transaction_amount,purchase_time,payment_method,is_fraud_transaction,transaction_sequence
105,3534,4844,8,481,0,47,94,26,8,"[2, 4, 4, 0, 2, 1, 2]",Smart Watch,Clothing,Unboxing my new Smart Watch!,0,0,positive,0,6,0,1,22.32,0,PayPal,0,"[43.22, 51.88, 45.76, 5.42, 27.99]"
106,1276,3549,419,19,5,178,67,31,2,"[4, 2, 0, 4, 2, 2, 0]",Laptop,Home Appliances,"Bought Laptop from this store, great quality.",0,0,positive,0,98,0,1,97.98,2,Credit Card,0,"[28.73, 3.14, 79.33, 7.5, 45.59]"
107,1017,4200,28,288,5,93,36,41,0,"[0, 2, 1, 4, 2, 0, 4]",Sunglasses,Toys,"Just got a Sunglasses, highly recommend it.",0,0,negative,0,20,0,0,5.86,23,PayPal,0,"[7.6, 38.7, 1.31, 44.46, 41.17]"
108,2344,4141,1679,398,9,54,34,49,8,"[0, 4, 2, 3, 3, 4, 0]",Sunglasses,Toys,Check out my new Sunglasses purchase.,1,0,negative,0,4,0,0,55.45,21,PayPal,0,"[1.19, 2.89, 79.68, 35.75, 11.85]"
109,2768,1354,347,390,11,235,5,16,4,"[0, 0, 2, 4, 2, 3, 3]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,0,negative,0,22,0,1,6.06,8,UPI,1,"[39.9, 9.39, 40.18, 5.57, 7.94]"
110,338,1836,660,471,18,438,32,48,4,"[0, 0, 4, 3, 4, 3, 1]",Sunglasses,Toys,Unboxing my new Sunglasses!,0,0,negative,0,30,0,0,23.4,21,PayPal,0,"[27.5, 83.91, 29.56, 27.3, 21.2]"
111,879,2892,575,89,5,301,95,0,2,"[4, 1, 2, 3, 1, 2, 4]",Cosmetics Kit,Electronics,Reviewing my Cosmetics Kit today.,0,0,positive,0,97,0,0,25.33,11,Credit Card,0,"[30.26, 92.78, 45.03, 47.64, 2.17]"
112,1077,2496,1902,49,13,286,98,26,7,"[1, 1, 2, 1, 2, 3, 3]",Cosmetics Kit,Electronics,"Just got a Cosmetics Kit, highly recommend it.",0,0,neutral,0,83,0,0,63.05,8,PayPal,0,"[28.97, 56.75, 12.99, 9.35, 1.17]"
113,792,2583,449,9,2,417,80,35,7,"[3, 1, 1, 0, 0, 2, 1]",Action Figure,Clothing,"Just got a Action Figure, highly recommend it.",0,1,negative,0,84,0,0,110.86,6,Credit Card,0,"[9.83, 6.85, 124.8, 12.55, 65.63]"
114,2265,2558,379,78,9,347,53,10,0,"[2, 4, 1, 4, 1, 3, 2]",Handbag,Toys,"Bought Handbag from this store, great quality.",0,0,neutral,0,50,0,1,50.97,23,Credit Card,0,"[72.98, 33.5, 52.37, 13.08, 58.5]"
115,764,3618,698,36,8,73,95,40,3,"[0, 3, 0, 1, 4, 4, 3]",Smart Watch,Clothing,Check out my new Smart Watch purchase.,0,0,neutral,0,79,0,0,117.17,12,Credit Card,0,"[68.59, 17.96, 75.86, 203.5, 117.57]"
116,2236,1559,365,58,19,451,13,40,5,"[0, 2, 2, 2, 0, 4, 4]",Sunglasses,Toys,Unboxing my new Sunglasses!,0,0,positive,0,24,0,0,23.74,17,Credit Card,0,"[15.89, 69.15, 9.63, 33.11, 123.53]"
117,380,1507,1250,87,18,416,18,34,8,"[3, 0, 1, 1, 2, 4, 4]",Smart Watch,Clothing,Unboxing my new Smart Watch!,0,1,positive,0,6,0,1,70.51,23,UPI,0,"[1.16, 59.54, 158.62, 23.19, 56.81]"
118,493,4071,1141,458,14,311,87,37,1,"[0, 0, 3, 0, 3, 2, 2]",Fitness Tracker,Home Appliances,Reviewing my Fitness Tracker today.,0,0,positive,0,71,0,1,42.66,10,UPI,0,"[6.08, 23.44, 68.86, 0.19, 15.03]"
119,3113,2063,411,103,8,441,10,37,6,"[4, 4, 4, 1, 3, 2, 3]",Cosmetics Kit,Electronics,Check out my new Cosmetics Kit purchase.,0,1,positive,0,30,0,0,71.8,1,Credit Card,0,"[26.77, 52.9, 12.89, 26.76, 29.11]"
120,1181,3642,950,318,18,121,70,41,9,"[1, 1, 2, 2, 4, 1, 4]",Cosmetics Kit,Electronics,Reviewing my Cosmetics Kit today.,0,0,positive,0,1,0,1,56.97,0,Credit Card,0,"[13.37, 67.83, 31.6, 90.8, 12.08]"
121,2063,2000,355,276,7,56,44,41,0,"[2, 1, 1, 0, 1, 4, 0]",Blender,Beauty,Unboxing my new Blender!,0,0,negative,0,85,0,1,21.58,17,UPI,0,"[35.0, 157.46, 4.86, 251.94, 1.94]"
122,65,1294,253,103,3,272,59,48,9,"[1, 0, 1, 3, 4, 4, 0]",Handbag,Toys,Unboxing my new Handbag!,0,1,negative,0,65,0,0,39.61,6,UPI,0,"[14.57, 7.52, 47.23, 108.03, 3.36]"
123,2569,4065,1566,253,4,138,87,46,3,"[3, 0, 0, 2, 0, 1, 2]",Fitness Tracker,Home Appliances,Check out my new Fitness Tracker purchase.,0,0,negative,0,30,0,0,190.39,1,PayPal,0,"[49.04, 95.95, 32.99, 30.35, 173.12]"
124,1368,2752,1696,229,18,198,57,35,9,"[2, 0, 2, 4, 2, 2, 1]",Fitness Tracker,Home Appliances,Reviewing my Fitness Tracker today.,0,0,negative,0,14,0,0,52.71,12,PayPal,0,"[84.82, 17.28, 140.78, 56.35, 111.56]"
125,1153,1753,726,334,13,208,87,9,6,"[4, 2, 1, 4, 2, 0, 2]",Smart Watch,Clothing,"Just got a Smart Watch, highly recommend it.",0,1,neutral,0,69,0,1,58.48,8,UPI,0,"[49.08, 35.62, 13.26, 17.0, 10.22]"
126,2028,4210,1467,462,17,475,77,39,2,"[4, 2, 4, 0, 2, 4, 1]",Smart Watch,Clothing,Check out my new Smart Watch purchase.,0,0,negative,0,67,0,0,12.77,23,PayPal,0,"[54.05, 7.43, 105.58, 99.74, 1.18]"
127,2696,1603,680,36,18,272,23,0,2,"[2, 0, 1, 2, 4, 3, 1]",Fitness Tracker,Home Appliances,"Just got a Fitness Tracker, highly recommend it.",0,0,neutral,0,22,0,0,40.74,11,UPI,0,"[52.87, 49.38, 50.9, 60.7, 45.2]"
128,1496,1322,1104,300,5,360,10,21,3,"[4, 1, 2, 0, 0, 1, 3]",Handbag,Toys,Unboxing my new Handbag!,0,0,positive,0,23,0,0,15.1,2,UPI,0,"[1.94, 61.17, 5.3, 34.61, 129.9]"
129,3135,2441,1069,141,4,137,71,16,7,"[2, 4, 2, 3, 4, 3, 2]",Cosmetics Kit,Electronics,"Just got a Cosmetics Kit, highly recommend it.",0,0,negative,0,45,0,1,70.16,5,PayPal,0,"[3.87, 73.79, 142.63, 139.72, 19.9]"
130,1163,1098,1072,42,10,409,43,11,2,"[2, 1, 3, 0, 3, 3, 4]",Handbag,Toys,Unboxing my new Handbag!,0,0,neutral,0,31,0,1,66.48,1,Credit Card,0,"[57.06, 53.41, 28.83, 29.66, 105.01]"
131,1523,1505,1472,115,4,133,78,43,7,"[4, 1, 0, 2, 0, 0, 0]",Handbag,Toys,Check out my new Handbag purchase.,0,1,positive,0,27,0,0,77.39,1,PayPal,0,"[25.45, 229.17, 4.65, 9.21, 11.04]"
132,2641,1126,809,340,7,336,65,12,9,"[1, 1, 0, 2, 2, 2, 1]",Action Figure,Clothing,Reviewing my Action Figure today.,0,0,positive,0,24,0,1,0.11,17,UPI,0,"[13.67, 7.9, 146.24, 2.35, 19.35]"
133,392,296,1430,491,4,15,87,24,8,"[4, 2, 4, 0, 2, 0, 0]",Wireless Earbuds,Electronics,Reviewing my Wireless Earbuds today.,0,1,positive,0,52,0,1,57.28,5,PayPal,0,"[38.43, 5.76, 8.35, 61.39, 74.71]"
134,1699,3049,1903,83,10,102,44,25,7,"[3, 0, 0, 1, 0, 2, 1]",Handbag,Toys,"Just got a Handbag, highly recommend it.",0,1,negative,0,13,0,0,9.8,1,Credit Card,0,"[40.11, 12.42, 8.08, 49.42, 11.19]"
135,419,2225,1306,416,12,242,73,45,7,"[3, 3, 0, 4, 3, 3, 3]",Blender,Beauty,Don't miss this! Blender for free today!,1,0,negative,1,34,0,2,0.62,1,PayPal,0,"[9.72, 29.61, 21.16, 15.72, 63.58]"
136,2337,4354,472,258,5,89,31,39,8,"[2, 4, 0, 0, 1, 2, 4]",Action Figure,Clothing,Unboxing my new Action Figure!,0,0,positive,0,76,0,0,83.78,12,Credit Card,0,"[178.98, 43.04, 65.21, 17.6, 9.32]"
137,379,3787,415,359,4,3,16,45,3,"[1, 4, 3, 4, 1, 2, 2]",Smart Watch,Clothing,Check out my new Smart Watch purchase.,0,1,negative,0,84,0,1,104.71,13,Credit Card,0,"[9.6, 37.0, 34.72, 36.95, 119.19]"
138,1797,2096,978,86,17,61,53,38,2,"[3, 0, 1, 0, 3, 4, 4]",Designer Shoes,Beauty,Unboxing my new Designer Shoes!,0,1,positive,0,41,0,0,96.88,12,Credit Card,0,"[77.94, 21.82, 45.03, 64.63, 105.27]"
139,3562,3609,599,427,9,211,9,48,7,"[3, 2, 1, 3, 3, 1, 2]",Cosmetics Kit,Electronics,Don't miss this! Cosmetics Kit for free today!,1,1,negative,1,74,0,3,0.2,0,PayPal,0,"[38.58, 4.18, 151.2, 21.87, 106.25]"
140,2279,2208,1144,366,15,247,85,42,0,"[2, 1, 0, 4, 1, 2, 0]",Designer Shoes,Beauty,"Bought Designer Shoes from this store, great quality.",0,1,positive,0,67,0,0,1.47,4,UPI,0,"[13.5, 81.24, 1.49, 75.09, 14.81]"
141,3066,175,1026,342,13,191,5,32,9,"[3, 3, 3, 4, 2, 0, 2]",Wireless Earbuds,Electronics,Reviewing my Wireless Earbuds today.,0,0,neutral,0,47,0,1,68.55,11,Credit Card,0,"[39.61, 16.05, 64.63, 17.69, 92.01]"
142,2089,2502,1339,346,14,496,90,7,0,"[4, 4, 1, 2, 3, 1, 2]",Wireless Earbuds,Electronics,Reviewing my Wireless Earbuds today.,0,0,positive,0,3,0,1,108.8,12,Credit Card,0,"[14.52, 157.21, 15.67, 19.82, 133.69]"
143,3100,3999,459,290,2,55,19,12,3,"[1, 1, 0, 1, 4, 3, 0]",Laptop,Home Appliances,Check out my new Laptop purchase.,0,0,neutral,0,8,0,1,3.38,3,Credit Card,0,"[36.59, 24.74, 13.75, 14.14, 142.8]"
144,2183,1667,1250,408,2,488,0,25,9,"[1, 0, 3, 3, 0, 2, 3]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",0,0,negative,0,37,0,0,64.05,6,UPI,0,"[13.42, 94.17, 13.47, 253.4, 30.84]"
145,201,4371,78,95,11,458,63,16,2,"[4, 4, 1, 2, 2, 1, 3]",Designer Shoes,Beauty,"Just got a Designer Shoes, highly recommend it.",0,0,positive,0,57,0,1,44.0,0,PayPal,0,"[43.15, 106.38, 47.51, 57.42, 23.86]"
146,1864,2545,1680,254,14,406,80,23,9,"[0, 2, 2, 3, 0, 4, 2]",Designer Shoes,Beauty,"Bought Designer Shoes from this store, great quality.",1,0,positive,0,68,0,0,27.12,16,PayPal,0,"[21.76, 80.79, 19.12, 97.35, 48.53]"
147,780,675,1777,341,10,288,0,23,1,"[3, 2, 4, 1, 3, 0, 1]",Designer Shoes,Beauty,Reviewing my Designer Shoes today.,0,0,neutral,0,12,0,0,63.94,16,PayPal,0,"[15.35, 9.75, 104.92, 246.84, 40.67]"
148,2978,1823,1567,135,9,30,60,11,8,"[0, 4, 0, 2, 4, 1, 2]",Laptop,Home Appliances,Reviewing my Laptop today.,0,1,positive,0,10,0,0,94.99,17,Credit Card,0,"[14.65, 14.82, 183.55, 32.39, 85.61]"
149,3105,1356,774,247,19,390,78,30,4,"[2, 4, 0, 0, 1, 4, 1]",Smart Watch,Clothing,"Bought Smart Watch from this store, great quality.",0,0,positive,0,70,0,1,74.0,9,UPI,0,"[74.7, 20.27, 56.86, 74.17, 77.46]"
150,3120,3072,1746,498,14,469,0,15,2,"[3, 4, 3, 1, 3, 3, 2]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,0,positive,0,77,0,1,45.95,5,UPI,0,"[146.98, 39.21, 11.09, 10.63, 50.76]"
151,503,3259,1094,371,17,388,80,41,8,"[2, 1, 1, 0, 3, 0, 0]",Blender,Beauty,Reviewing my Blender today.,0,1,neutral,0,63,0,1,8.93,15,UPI,0,"[87.79, 13.46, 93.25, 194.19, 242.33]"
152,2455,546,895,445,13,420,45,15,7,"[4, 0, 0, 3, 0, 3, 3]",Laptop,Home Appliances,"Just got a Laptop, highly recommend it.",0,0,positive,0,78,0,0,5.08,15,PayPal,0,"[103.72, 0.45, 0.41, 140.54, 5.76]"
153,3646,2083,1220,485,5,0,59,29,3,"[0, 3, 1, 1, 3, 1, 4]",Laptop,Home Appliances,"Bought Laptop from this store, great quality.",0,0,neutral,0,96,0,1,20.6,16,UPI,0,"[15.72, 109.32, 25.33, 16.63, 8.87]"
154,1752,2040,57,401,13,197,42,27,9,"[2, 1, 0, 1, 4, 4, 4]",Handbag,Toys,Check out my new Handbag purchase.,0,0,neutral,0,38,0,0,21.26,13,PayPal,0,"[103.44, 38.27, 15.07, 38.83, 138.13]"
155,805,4534,1447,91,15,44,43,2,4,"[1, 2, 0, 2, 1, 2, 3]",Cosmetics Kit,Electronics,Unboxing my new Cosmetics Kit!,0,0,neutral,0,56,0,1,30.82,18,UPI,0,"[4.19, 39.88, 47.28, 6.62, 56.62]"
156,2147,1752,1492,411,1,46,37,32,4,"[0, 3, 3, 2, 3, 0, 3]",Fitness Tracker,Home Appliances,Reviewing my Fitness Tracker today.,0,0,positive,0,97,0,0,18.59,4,PayPal,0,"[70.75, 69.17, 9.42, 50.71, 43.82]"
157,2732,1615,623,458,18,451,1,23,7,"[1, 0, 1, 1, 4, 4, 1]",Smart Watch,Clothing,Reviewing my Smart Watch today.,0,1,positive,0,46,0,1,29.93,15,UPI,0,"[13.7, 0.74, 160.19, 81.22, 60.72]"
158,1896,1849,47,395,4,221,81,29,6,"[3, 1, 1, 4, 2, 2, 2]",Sunglasses,Toys,Reviewing my Sunglasses today.,1,1,positive,0,18,0,1,269.45,22,UPI,0,"[19.43, 31.73, 45.17, 2.44, 36.99]"
159,2774,2642,1458,447,10,285,11,39,2,"[1, 1, 3, 4, 1, 0, 0]",Smart Watch,Clothing,Unboxing my new Smart Watch!,0,0,neutral,0,12,0,1,25.13,2,Credit Card,0,"[28.41, 23.46, 43.01, 16.55, 11.86]"
160,1571,1600,1208,246,10,80,92,47,5,"[4, 0, 0, 4, 1, 1, 3]",Cosmetics Kit,Electronics,Reviewing my Cosmetics Kit today.,0,0,neutral,0,92,0,1,21.47,22,UPI,0,"[82.32, 12.76, 11.26, 10.34, 46.33]"
161,961,3396,1902,257,18,443,22,27,5,"[1, 0, 0, 3, 4, 0, 1]",Sunglasses,Toys,Unboxing my new Sunglasses!,0,0,positive,0,3,0,0,31.66,9,UPI,0,"[33.4, 38.56, 42.4, 6.45, 30.1]"
162,2661,4402,838,186,17,279,8,46,1,"[1, 1, 0, 2, 0, 0, 2]",Action Figure,Clothing,Unboxing my new Action Figure!,0,0,positive,0,32,0,1,62.58,23,PayPal,0,"[54.05, 9.32, 17.11, 18.24, 61.64]"
163,1486,3605,164,420,7,286,7,38,0,"[2, 1, 1, 1, 0, 4, 3]",Handbag,Toys,Check out my new Handbag purchase.,0,0,negative,0,3,0,0,101.64,4,Credit Card,0,"[2.46, 83.3, 55.96, 15.67, 56.23]"
164,2691,3799,1750,123,11,283,49,1,6,"[4, 2, 0, 0, 3, 4, 2]",Action Figure,Clothing,Check out my new Action Figure purchase.,1,1,negative,0,65,0,0,22.92,21,PayPal,0,"[62.48, 25.35, 11.47, 119.43, 81.86]"
165,1029,618,1354,259,8,428,79,12,2,"[3, 0, 3, 1, 4, 2, 1]",Fitness Tracker,Home Appliances,"Just got a Fitness Tracker, highly recommend it.",0,1,neutral,0,64,0,0,71.1,0,PayPal,0,"[40.04, 4.75, 15.47, 37.81, 29.35]"
166,3290,1132,329,168,2,490,61,36,4,"[4, 1, 3, 2, 3, 3, 4]",Action Figure,Clothing,Check out my new Action Figure purchase.,0,1,negative,0,46,0,1,2.26,11,PayPal,0,"[58.38, 155.73, 44.46, 15.91, 15.77]"
167,503,2115,1144,428,5,387,22,9,7,"[2, 2, 3, 2, 0, 2, 3]",Cosmetics Kit,Electronics,Unboxing my new Cosmetics Kit!,0,1,neutral,0,13,0,0,44.78,18,PayPal,0,"[141.77, 27.84, 33.64, 8.5, 24.26]"
168,2815,2339,212,364,0,188,92,39,4,"[0, 0, 4, 3, 2, 0, 3]",Smart Watch,Clothing,Reviewing my Smart Watch today.,0,0,negative,0,56,0,0,93.56,17,PayPal,0,"[25.42, 124.76, 75.09, 15.04, 60.14]"
169,398,2739,1846,110,16,38,58,12,4,"[4, 1, 1, 2, 1, 0, 0]",Handbag,Toys,"Bought Handbag from this store, great quality.",0,0,neutral,0,33,0,0,9.97,10,PayPal,0,"[16.81, 5.38, 86.55, 26.51, 0.11]"
170,871,4276,506,289,2,82,9,18,4,"[3, 2, 3, 3, 2, 3, 1]",Action Figure,Clothing,Reviewing my Action Figure today.,0,0,negative,0,3,0,0,46.04,2,Credit Card,0,"[16.69, 77.51, 10.21, 41.99, 55.35]"
171,2843,1487,1576,86,17,407,11,5,6,"[4, 3, 0, 0, 1, 3, 3]",Designer Shoes,Beauty,"Just got a Designer Shoes, highly recommend it.",0,0,neutral,0,51,0,0,162.24,2,UPI,0,"[57.66, 0.42, 32.37, 21.14, 41.08]"
172,393,1557,1888,12,17,326,61,17,1,"[2, 3, 3, 0, 2, 3, 1]",Action Figure,Clothing,"Just got a Action Figure, highly recommend it.",0,0,negative,0,3,0,1,7.6,20,Credit Card,0,"[9.24, 7.72, 76.62, 22.23, 2.38]"
173,207,2113,915,262,1,429,75,39,0,"[3, 2, 1, 1, 1, 0, 0]",Sunglasses,Toys,Reviewing my Sunglasses today.,1,1,neutral,0,86,0,0,100.81,4,UPI,0,"[140.32, 59.63, 185.35, 1.18, 30.27]"
174,1039,1044,800,287,3,436,29,8,3,"[1, 0, 1, 1, 4, 0, 4]",Fitness Tracker,Home Appliances,Check out my new Fitness Tracker purchase.,0,1,neutral,0,87,0,1,66.05,15,Credit Card,0,"[36.1, 26.22, 17.65, 3.15, 11.05]"
175,1882,2431,167,22,0,175,73,16,4,"[1, 1, 4, 2, 1, 0, 3]",Handbag,Toys,"Just got a Handbag, highly recommend it.",0,0,neutral,0,55,0,0,19.34,18,Credit Card,0,"[47.45, 5.09, 13.54, 6.66, 51.26]"
176,3626,1582,994,432,9,8,77,3,6,"[3, 3, 4, 1, 2, 0, 3]",Sunglasses,Toys,Unboxing my new Sunglasses!,0,0,negative,0,23,0,1,85.3,21,Credit Card,0,"[79.86, 24.3, 65.81, 18.39, 36.62]"
177,2940,1308,1569,199,4,277,67,49,0,"[3, 0, 3, 4, 1, 1, 2]",Cosmetics Kit,Electronics,"Bought Cosmetics Kit from this store, great quality.",0,1,neutral,0,89,0,0,61.25,5,Credit Card,0,"[35.28, 51.24, 121.87, 24.57, 88.6]"
178,1485,4917,829,241,4,382,46,5,8,"[4, 2, 3, 1, 2, 2, 4]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,0,negative,0,50,0,1,64.07,1,Credit Card,0,"[2.7, 73.61, 6.16, 53.36, 29.07]"
179,3647,601,995,238,8,257,83,10,9,"[3, 0, 4, 4, 3, 0, 4]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,0,negative,0,35,0,1,96.31,16,PayPal,0,"[47.92, 59.04, 118.92, 17.08, 15.97]"
180,864,1620,986,302,13,346,40,41,3,"[2, 2, 2, 2, 0, 3, 3]",Smart Watch,Clothing,Reviewing my Smart Watch today.,0,0,negative,0,65,0,0,19.24,3,PayPal,0,"[80.39, 160.15, 19.32, 13.5, 15.91]"
181,2791,4880,786,164,12,271,6,25,5,"[0, 3, 2, 0, 2, 3, 4]",Sunglasses,Toys,Reviewing my Sunglasses today.,0,0,positive,0,70,0,0,119.41,22,Credit Card,0,"[171.61, 213.18, 35.83, 93.43, 91.55]"
182,3313,4766,426,225,12,260,93,10,0,"[0, 1, 1, 2, 3, 2, 1]",Laptop,Home Appliances,Reviewing my Laptop today.,0,1,positive,0,81,0,0,11.85,12,PayPal,0,"[41.73, 106.06, 68.58, 83.74, 82.75]"
183,564,100,1732,175,0,395,87,7,8,"[0, 2, 3, 1, 0, 2, 0]",Laptop,Home Appliances,"Just got a Laptop, highly recommend it.",0,1,positive,0,23,0,1,16.7,15,Credit Card,0,"[72.21, 9.88, 39.96, 58.56, 46.37]"
184,1021,4271,1726,28,16,179,73,2,3,"[4, 1, 2, 0, 2, 3, 3]",Wireless Earbuds,Electronics,"Just got a Wireless Earbuds, highly recommend it.",0,0,neutral,0,91,0,1,23.62,11,Credit Card,0,"[59.01, 15.22, 2.27, 66.08, 194.86]"
185,96,237,1244,164,19,153,51,1,4,"[2, 1, 2, 2, 2, 2, 1]",Sunglasses,Toys,Check out my new Sunglasses purchase.,0,1,neutral,0,97,0,1,59.41,19,PayPal,0,"[38.34, 1.19, 54.93, 56.94, 64.97]"
186,1924,4025,1015,22,7,14,44,17,7,"[4, 4, 0, 1, 1, 1, 3]",Action Figure,Clothing,Unboxing my new Action Figure!,1,0,positive,0,56,0,0,3.88,22,Credit Card,1,"[0.37, 26.42, 11.57, 14.85, 13.78]"
187,1758,2918,1033,293,2,66,37,1,5,"[1, 3, 4, 4, 3, 2, 4]",Action Figure,Clothing,"Bought Action Figure from this store, great quality.",0,0,neutral,0,9,0,0,14.51,20,UPI,0,"[8.17, 3.78, 13.66, 1.36, 50.14]"
188,2533,2542,1143,476,16,328,35,25,9,"[2, 0, 3, 0, 3, 0, 0]",Laptop,Home Appliances,"Just got a Laptop, highly recommend it.",0,0,negative,0,29,0,0,27.8,5,Credit Card,0,"[8.26, 14.32, 5.35, 41.13, 43.15]"
189,3479,2003,1658,382,11,186,80,11,2,"[1, 4, 3, 4, 1, 4, 3]",Wireless Earbuds,Electronics,Check out my new Wireless Earbuds purchase.,0,1,neutral,0,51,0,1,21.8,6,Credit Card,0,"[132.03, 40.95, 15.77, 17.67, 1.86]"
190,2279,1537,1270,43,17,347,84,36,9,"[1, 2, 1, 3, 0, 4, 0]",Laptop,Home Appliances,"Just got a Laptop, highly recommend it.",0,0,negative,0,84,0,1,150.6,19,PayPal,0,"[73.46, 52.2, 13.7, 17.05, 15.62]"
191,2797,754,1383,260,13,422,57,25,7,"[2, 0, 4, 0, 1, 3, 0]",Fitness Tracker,Home Appliances,Exclusive deal on Fitness Tracker! Click immediately!,1,1,positive,1,26,0,8,8.67,8,PayPal,0,"[104.27, 102.14, 57.0, 253.4, 173.88]"
192,1679,3368,1932,179,10,62,45,35,5,"[3, 3, 3, 1, 3, 0, 3]",Fitness Tracker,Home Appliances,"Just got a Fitness Tracker, highly recommend it.",0,0,positive,0,68,0,0,2.95,23,Credit Card,0,"[143.39, 16.12, 78.56, 161.62, 86.33]"
193,3243,2258,1244,295,15,355,66,15,1,"[1, 3, 0, 1, 2, 2, 0]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,0,neutral,0,34,0,0,28.35,7,UPI,0,"[137.72, 49.47, 8.13, 100.15, 1.12]"
194,541,3665,772,138,3,280,64,13,4,"[4, 3, 4, 1, 3, 4, 0]",Fitness Tracker,Home Appliances,Unboxing my new Fitness Tracker!,1,0,negative,0,23,0,0,7.23,4,UPI,0,"[241.42, 56.7, 9.15, 81.89, 7.13]"
195,1060,4235,1529,333,17,40,17,1,2,"[1, 3, 2, 3, 1, 2, 0]",Cosmetics Kit,Electronics,"Bought Cosmetics Kit from this store, great quality.",0,0,negative,0,89,0,0,35.76,3,Credit Card,0,"[7.2, 140.47, 58.67, 10.78, 56.98]"
196,2573,540,1081,247,6,27,1,20,3,"[3, 4, 4, 0, 1, 0, 1]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",0,0,negative,0,64,0,0,2.64,9,UPI,0,"[16.08, 17.05, 29.91, 33.8, 64.21]"
197,1184,269,1850,240,10,366,3,6,8,"[2, 1, 2, 3, 3, 0, 0]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,0,negative,0,95,0,0,127.87,22,Credit Card,0,"[78.65, 26.67, 9.96, 8.43, 103.75]"
198,1723,3460,1483,105,15,276,95,10,2,"[3, 4, 2, 3, 4, 1, 3]",Blender,Beauty,"Bought Blender from this store, great quality.",0,0,neutral,0,9,0,1,17.68,15,UPI,0,"[83.02, 72.49, 75.11, 33.22, 64.3]"
199,3315,3408,1151,385,15,220,82,43,4,"[4, 3, 1, 1, 2, 1, 1]",Laptop,Home Appliances,Reviewing my Laptop today.,0,1,negative,0,57,0,0,19.67,19,UPI,0,"[77.8, 86.87, 3.58, 23.99, 74.6]"
200,3158,505,1722,418,2,216,83,28,7,"[2, 3, 3, 2, 3, 3, 4]",Blender,Beauty,"Just got a Blender, highly recommend it.",0,1,neutral,0,87,1,1,32.67,12,PayPal,0,"[20.57, 10.49, 41.62, 5.53, 53.26]"
201,1820,1129,716,172,8,221,41,36,8,"[2, 2, 0, 4, 3, 0, 4]",Blender,Beauty,Check out my new Blender purchase.,0,0,negative,0,15,0,0,14.63,3,Credit Card,0,"[4.06, 8.4, 73.5, 3.67, 41.01]"
202,2626,2079,85,48,7,60,48,47,6,"[3, 4, 1, 3, 4, 4, 0]",Handbag,Toys,"Just got a Handbag, highly recommend it.",0,0,neutral,0,87,0,1,15.17,11,Credit Card,0,"[15.14, 42.14, 10.18, 96.42, 12.94]"
203,2730,3145,103,122,6,102,48,38,3,"[4, 1, 1, 4, 3, 0, 3]",Cosmetics Kit,Electronics,Reviewing my Cosmetics Kit today.,0,1,negative,0,41,0,0,99.49,8,Credit Card,0,"[18.91, 212.82, 0.45, 50.1, 29.75]"
204,2605,3242,142,34,16,184,6,27,8,"[4, 1, 2, 0, 3, 1, 3]",Smart Watch,Clothing,"Just got a Smart Watch, highly recommend it.",0,0,positive,0,92,0,0,106.94,0,Credit Card,0,"[23.89, 1.72, 213.03, 34.39, 105.72]"
205,1598,4908,204,105,10,394,8,39,1,"[4, 3, 0, 2, 2, 4, 0]",Laptop,Home Appliances,"Bought Laptop from this store, great quality.",1,0,negative,0,20,0,1,2.92,12,Credit Card,0,"[10.24, 55.13, 74.48, 35.4, 44.54]"
206,3061,361,640,475,3,146,70,3,1,"[2, 1, 3, 4, 1, 4, 0]",Designer Shoes,Beauty,"Just got a Designer Shoes, highly recommend it.",0,0,positive,0,25,0,1,11.68,16,UPI,0,"[48.78, 5.2, 63.06, 16.65, 184.59]"
207,2694,3720,1781,327,3,74,26,3,3,"[4, 2, 0, 4, 1, 0, 0]",Action Figure,Clothing,"Bought Action Figure from this store, great quality.",0,1,neutral,0,44,0,1,36.77,6,UPI,0,"[29.36, 21.47, 17.28, 48.99, 17.81]"
208,796,1456,1061,415,4,472,20,26,1,"[4, 4, 0, 3, 3, 2, 0]",Fitness Tracker,Home Appliances,"Bought Fitness Tracker from this store, great quality.",0,0,neutral,0,68,0,1,263.68,17,PayPal,0,"[25.09, 3.46, 28.46, 72.93, 21.88]"
209,1052,4067,1386,195,7,0,34,5,2,"[3, 1, 0, 3, 4, 1, 2]",Wireless Earbuds,Electronics,"Just got a Wireless Earbuds, highly recommend it.",0,0,neutral,0,67,0,1,149.82,20,PayPal,0,"[115.51, 96.49, 100.65, 22.59, 96.98]"
